title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
DOM BLIŹNIAK 4 pokoje i to tylko 5 minut od MARINO;Widawa, Psie Pole, Wrocław, dolnośląskie;799000;4;102.00;parter;1;;;pełna własność;do wykończenia;balkon, ogródek, taras;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;dom wolnostojący;plastikowe;False
3 Pok, Ogród 100m2, Klima, Nowoczesne;Adama Kopycińskiego, Jagodno, Krzyki, Wrocław, dolnośląskie;769000;3;48.95;parter;4;762;;pełna własność;do zamieszkania;ogródek, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;blok;;True
Osobna jasna kuchnia duży balkon, do wejścia;Karłowice, Psie Pole, Wrocław, dolnośląskie;569000;2;47.70;2;4;600;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;2000;blok;plastikowe;False
Krzyki - Kawalerzystów;ul. Kawalerzystów, Partynice, Krzyki, Wrocław, dolnośląskie;890000;3;77.00;2;3;800;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;kotłownia;wtórny;prywatny;2008;apartamentowiec;;False
Szczepin/Magnolia /3 pok /rozklad!;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;619000;3;49.00;10;8;700;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1980;blok;;True
Premium | 91,14m2 | Taras | Centrum;Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;2236305;4;91.14;4;5;900;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;aluminiowe;True
Funkcjonalne 3-pok z balkonem/ Atrakcyjne ceny!;Psie Pole, Psie Pole, Wrocław, dolnośląskie;589000;3;46.70;2;2;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;False
duży balkon / parking / komórka / widok na zieleń;Wysoka, Kobierzyce, wrocławski, dolnośląskie;469999;2;41.00;2;2;;;pełna własność;do zamieszkania;taras, balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2009;blok;drewniane;False
Żmigrodzka_m3_przestronne mieszkanie;ul. Żmigrodzka, Różanka, Psie Pole, Wrocław, dolnośląskie;630000;3;58.20;2;6;480;;pełna własność;do remontu;balkon;;gazowe;wtórny;biuro nieruchomości ;1976;blok;plastikowe;True
3 pokoje z antresolą | Przy lesie | Księże Wielkie;Turawska, Księże, Krzyki, Wrocław, dolnośląskie;768915;3;73.24;3;3;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
Wysoki standard | Świeżo po remoncie | Centrum;ul. Kluczborska, Ołbin, Śródmieście, Wrocław, dolnośląskie;529200;1;36.04;5;5;600;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;97;;;True
Nowe Osiedle/Okazja/Dwupoziomowe/Maślice;ul. Królewiecka, Maślice, Fabryczna, Wrocław, dolnośląskie;705000;3;71.50;3;3;;;pełna własność;;balkon;;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
2 pokoje/Balkon/Pod klucz/23% Vat/Tramwaj;ul. Fabryczna, Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;510000;2;38.00;1;8;;;pełna własność;;balkon;;;pierwotny;biuro nieruchomości ;2026;;plastikowe;True
4-pokojowe mieszkanie 71m2 + loggia Bez Prowizji;Bieńkowskiego, Leśnica, Fabryczna, Wrocław, dolnośląskie;;4;71.52;2;3;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
4-pokojowe mieszkanie 86m2 + 2 balkony;ul. gen. Kazimierza Pułaskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;940156;4;86.66;4;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
4-pokojowe mieszkanie 81m2 + balkon Bez Prowizji;ul. Popowicka, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;;4;81.08;9;11;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
4-pokojowe mieszkanie 86m2 + 2 loggie;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;;4;86.50;5;7;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
2M w Centrum Wrocławia|świetna kom. miejska_ZIELEŃ;Nadodrze, Śródmieście, Wrocław, dolnośląskie;630000;2;61.00;4;6;;;;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1905;kamienica;drewniane;False
65 m2/3 pokoje/winda/centrum/komórka;ul. gen. Ignacego Prądzyńskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;975000;3;69.40;1;6;500;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2012;blok;plastikowe;True
2M, rozkładowe, balkon, park, ul. Grudziądzka;ul. Grudziądzka, Karłowice, Psie Pole, Wrocław, dolnośląskie;540000;2;42.80;1;2;350;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;balkon;;elektryczne;wtórny;prywatny;1930;kamienica;plastikowe;False
87 m2/4 pok/garaż/komfortowe/balkon/kom.lok;Partynice, Krzyki, Wrocław, dolnośląskie;1059000;4;100.00;2;2;970;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2007;blok;drewniane;False
Mieszkanie, 27 m², Wrocław;Szczepin, Stare Miasto, Wrocław, dolnośląskie;435000;1;27.00;2;4;;;;do zamieszkania;;;;wtórny;biuro nieruchomości ;;;plastikowe;False
Apartament dwupoziomowy z tarasem na dachu | P5_6;ul. Zygmunta Krasińskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;5100000;3;188.75;5;5;;;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;miejskie;pierwotny;deweloper;1898;kamienica;drewniane;True
Dwupoziomowe mieszkanie 78[m2]-balkon/taras!;ul. Strachowicka, Żerniki, Fabryczna, Wrocław, dolnośląskie;844337;3;78.91;2;2;940;;pełna własność;do wykończenia;balkon, taras;;kotłownia;pierwotny;deweloper;2023;blok;plastikowe;True
3 Pokoje/balkon/Gotowe!;ul. Boiskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie;522850;3;61.50;1;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2024;;plastikowe;False
Mieszkanie 48 m2 | Taras 30 m2 I Tarnogaj;ul. ks. Czesława Klimasa, Tarnogaj, Krzyki, Wrocław, dolnośląskie;750000;2;48.90;parter;4;580;;pełna własność;do zamieszkania;taras, ogródek;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2013;apartamentowiec;;True
Trzypokojowe mieszkanie w Quorum | C.7.1;ul. gen. Władysława Sikorskiego, Szczepin, Stare Miasto, Wrocław, dolnośląskie;;3;56.77;7;23;;;;;balkon;garaż/miejsce parkingowe;;;;;;;
Armii Krajowej | etap I | mieszkanie A.6.M14;al. Armii Krajowej, Tarnogaj, Krzyki, Wrocław, dolnośląskie;994320;4;82.86;5;7;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Teraz niższa cena Dwustronne dla Rodziny;ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;1069000;4;73.19;5;9;;;pełna własność;;balkon;;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;;True
Rezerwacja | Opolska | Garaż podziemny | Balkon;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;499000;2;40.26;2;3;450;D;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2009;blok;plastikowe;False
Mieszkanie w kamienicy 3 pokoje 81m2 Wrocław Nadod;ul. Łowiecka, Ołbin, Śródmieście, Wrocław, dolnośląskie;814218;3;81.43;2;;526;;pełna własność;;;;gazowe;wtórny;biuro nieruchomości ;;;;False
Wstaw meble i zarabiaj już za chwilę! Pod Klucz!;Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;641979;2;36.28;2;4;10;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Osiedle Przyjaźni,dużo zieleni,osobna kuchnia.;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;620000;3;59.00;6;10;1;W trakcie realizacji / Zwolnione;spółdzielcze wł. prawo do lokalu;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;1980;blok;plastikowe;True
Maślice -2 Pokoje -Taras- Miejsce Post. -Fabryczna;ul. Królewiecka, Maślice, Fabryczna, Wrocław, dolnośląskie;530000;2;38.02;;;445;;pełna własność;;taras;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2013;blok;plastikowe;False
Kardamonowa II 3.0.3;ul. Kardamonowa, Żerniki, Fabryczna, Wrocław, dolnośląskie;553176;2;51.22;parter;2;450;;pełna własność;do zamieszkania;ogródek;garaż/miejsce parkingowe;gazowe;pierwotny;deweloper;2024;apartamentowiec;plastikowe;True
Świetna opcja na start lub jako inwestycja;Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;511286;2;42.29;parter;2;;;pełna własność;;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;blok;;True
Wrocław, Stabłowice, Główna;Główna, od zaraz, miejsce garażowe, Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie;639000;2;53.00;;;;;pełna własność;do zamieszkania;balkon;;;wtórny;biuro nieruchomości ;2009;blok;;True
Top Lokalziacja*Centrum Miasta*Gotowe Do Odbioru;Ołbin, Śródmieście, Wrocław, dolnośląskie;991700;3;66.92;4;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Top Lokalziacja*Centrum Miasta*Gotowe Do Odbioru;Ołbin, Śródmieście, Wrocław, dolnośląskie;1082500;3;76.36;4;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Gotowiec inwestycyjny – Kilińskiego 6 pokoi;ul. Jana Kilińskiego, Nadodrze, Śródmieście, Wrocław, dolnośląskie;1150000;6;89.00;3;6;1;W trakcie realizacji / Zwolnione;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1994;plomba;plastikowe;True
Idealne na start mieszkanie z tarasem;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;571303;2;39.26;1;8;;;;;taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;;True
Dwupaki inwestycyjne we Wrocławiu;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;650000;1;36.00;;;;;pełna własność;;;;;pierwotny;biuro nieruchomości ;;blok;;False
Hallera, mieszkanie w super lokalizacji;al. gen. Józefa Hallera, Borek, Krzyki, Wrocław, dolnośląskie;635000;2;51.00;3;4;570;;pełna własność;;balkon;;miejskie;wtórny;prywatny;1970;blok;;False
2 pokoje - Zwirki i Wigury - Muchobor Wielki;ul. Jurija Gagarina, Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;439000;1;33.00;3;3;399;;pełna własność;do zamieszkania;taras;;miejskie;wtórny;prywatny;2015;blok;plastikowe;False
Okolice ul.Broniewskiego Rozkład/Balkon/Inwestycja;Różanka, Psie Pole, Wrocław, dolnośląskie;630000;3;60.00;2;10;515;;spółdzielcze wł. prawo do lokalu;;balkon;;miejskie;wtórny;biuro nieruchomości ;1976;blok;;True
Gotowe | 4 pokoje | wygodna lokalizacja;Ołbin, Śródmieście, Wrocław, dolnośląskie;1465000;4;110.00;6;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Przestronne z potencjałem 2 pok z balkonem.;ul. Balonowa, Gądów, Fabryczna, Wrocław, dolnośląskie;540000;2;49.00;2;10;1;;;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;1984;blok;plastikowe;True
Klucze od ręki | blisko centrum | tramwaj;Ołbin, Śródmieście, Wrocław, dolnośląskie;926000;4;71.50;4;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Gotowe | dwustronne | dwie loggie;Ołbin, Śródmieście, Wrocław, dolnośląskie;1351000;3;100.00;7;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Teraz Niższa Cena Kuchnia Dwustronne Dla Rodziny;ul. Blizanowicka, Księże, Krzyki, Wrocław, dolnośląskie;842712;4;73.80;2;2;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;;False
3 Pokoje**Balkon**Po Remoncie**;ul. Komorowska, Nowy Dwór, Fabryczna, Wrocław, dolnośląskie;799000;3;58.35;1;4;650;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1970;blok;plastikowe;False
Mieszkanie dla Rodziny Garaż Komórka lokatorska;ul. Bociania, Kowale, Psie Pole, Wrocław, dolnośląskie;1175050;4;82.75;1;1;;;;;;;inne;pierwotny;biuro nieruchomości ;2025;dom wolnostojący;;False
Teraz Rabat Sprawdź Duży Balkon Narożne Najw. Pięt;Lothara Herbsta, Karłowice, Psie Pole, Wrocław, dolnośląskie;829000;3;60.30;5;5;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;;True
Apartament/Nieruchomość Premium / 38M2, Centrum;pl. Zgody, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;973000;2;38.92;9;19;;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;2018;apartamentowiec;plastikowe;False
Kawalerka/ Standard Premium / Loft , Centrum;pl. Zgody, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;792750;1;31.71;2;9;;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;2018;apartamentowiec;plastikowe;False
2 Pokojowe/ Balkon/ Komórka Lok. , Centrum;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;499000;2;38.00;4;4;800;;;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1968;blok;plastikowe;False
53.7m2, Mieszkanie - 2 Pokoje, Balkon, Poświętne;ul. Adama Jerzego Czartoryskiego, Poświętne, Psie Pole, Wrocław, dolnośląskie;779000;2;53.70;5;6;580;;;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2023;;plastikowe;True
Rozkładowe 2 pokoje, Gorlicka nowy budynek!;ul. Gorlicka, Psie Pole, Psie Pole, Wrocław, dolnośląskie;559000;2;47.00;2;4;600;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2010;blok;plastikowe;True
Wyjątkowa okazja komfortowe z widokiem Karłowice;Karłowice, Karłowice, Psie Pole, Wrocław, dolnośląskie;850000;3;64.12;4;4;840;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;prywatny;1979;blok;plastikowe;False
2 pokoje dni OTWARTE 17/18 maj PAKIETY bonusów;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;468920;2;33.43;2;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
Mieszknie 2 pok, 40,50m2 z balkonem Wrocław Krzyki;Krzyki, Krzyki, Wrocław, dolnośląskie;696664;2;40.50;7;8;;;pełna własność;;balkon;;miejskie;pierwotny;biuro nieruchomości ;2026;apartamentowiec;;True
Okolice ul. Żelaznej Rozkład/Taras;Grabiszyn, Fabryczna, Wrocław, dolnośląskie;580000;2;54.00;4;4;400;;pełna własność;;taras;;gazowe;wtórny;biuro nieruchomości ;1930;kamienica;;False
Kawalerka|odliczenie Vat|lokal użytkowy;ul. Jaworska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;389000;1;25.95;3;11;490;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;2022;apartamentowiec;;False
3 pokoje | ul. Racławicka | Krzyki | Promocja;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;750989;3;55.90;1;4;;;;;balkon, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
3 pokoje | 2 balkony | ul. Racławicka | Krzyki;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;749550;3;57.00;3;4;;;;;balkon, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
Z ogródkiem | płd-zach wystawa| tramwaj;Księże, Krzyki, Wrocław, dolnośląskie;620400;2;50.00;parter;4;;;pełna własność;;taras;;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Niższa cena Dobrze doświetlone mieszkanie;Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;592773;3;60.18;parter;2;;;pełna własność;;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;blok;;True
Mieszkanie 5 pokojowe 89,76/ taras i ogród/ Jagodn;Jagodno, Krzyki, Wrocław, dolnośląskie;1099560;5;89.76;parter;1;;;pełna własność;;ogródek, taras;;;pierwotny;biuro nieruchomości ;2025;dom wolnostojący;;False
Termin 08.2025/Mieszkanie 5 pok, 84,4m2 z tarasem;Księże, Krzyki, Wrocław, dolnośląskie;1040465;5;84.40;parter;2;;;pełna własność;;ogródek, taras;;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;;True
0 % PRO z remontem lub bez ul. Mielecka;ul. Mielecka, Gajowice, Fabryczna, Wrocław, dolnośląskie;349000;1;23.90;1;;;;pełna własność;;;;;wtórny;biuro nieruchomości ;;kamienica;;False
|2-Pokoje|Nowe Budwnictwo|Wysoki Standard|;ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;973000;2;38.92;9;17;800;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;apartamentowiec;plastikowe;True
|Walońska|Kawalerka|Nowe Budownictwo|Wow|;ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;661500;1;26.46;4;9;600;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;apartamentowiec;plastikowe;True
Nowe osiedle/4 pokoje/Winda/Centrum/Garaż/Gotowe;Ołbin, Śródmieście, Wrocław, dolnośląskie;1099000;4;86.50;4;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
3-pokojowe mieszkanie 69m2 + 2 balkony;ul. gen. Kazimierza Pułaskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;815440;3;69.92;1;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Klimatyzowane | Cicha okolica | Przestronne;ul. Bazyliowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;840000;4;78.42;1;2;500;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;2015;blok;plastikowe;False
4-pokojowe mieszkanie 71m2 + loggia Bezpośrednio;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;;4;71.30;3;7;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
2 Pokoje W Samym Centrum!;ok. Pl. Dominikańskiego, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;1317545;2;54.90;1;5;550;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;aluminiowe;True
Mieszkanie 70m2, blisko Rynku, ulica Słubicka;ul. Słubicka, Szczepin, Stare Miasto, Wrocław, dolnośląskie;780000;2;70.20;5;5;;;pełna własność;do zamieszkania;;;miejskie;wtórny;prywatny;;blok;plastikowe;False
Oddzielna Kuchnia | Klimatyzacja | Garaż;ul. Szałwiowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;1200000;4;91.21;4;4;900;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2012;blok;plastikowe;True
Apartament z widokiem na rzekę z dużym tarasem;ul. Marca Polo, Swojczyce, Psie Pole, Wrocław, dolnośląskie;2062000;4;88.22;1;4;;;;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2019;blok;plastikowe;True
Grabiszyn/3 pokoje/balkon/piwnica/blisko centrum;Leśnica, Fabryczna, Wrocław, dolnośląskie;799900;3;66.00;3;4;;;pełna własność;;;;gazowe;pierwotny;biuro nieruchomości ;1930;kamienica;;False
Nadodrze/1 pokój/blisko centrum;Nadodrze, Śródmieście, Wrocław, dolnośląskie;449000;1;33.00;2;5;100;;pełna własność;;;;elektryczne;wtórny;biuro nieruchomości ;1930;kamienica;;False
4 pokoje 72m2 Gaj - kredyt 0%;ul. Krynicka, Gaj, Krzyki, Wrocław, dolnośląskie;895000;4;72.00;3;10;900;A+;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;prywatny;1990;blok;plastikowe;True
2-pokojowy apartament ul. Magellana - Olimpia Port;Swojczyce, Psie Pole, Wrocław, dolnośląskie;1213000;3;83.70;3;3;750;;;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;blok;;True
Okolice ul. Balonowej Inwestycja/Balkon/Piwnica;Gądów, Fabryczna, Wrocław, dolnośląskie;540000;2;49.00;2;10;1;;spółdzielcze wł. prawo do lokalu;;balkon;;miejskie;wtórny;biuro nieruchomości ;1984;blok;;True
2 pokoje dni OTWARTE 17/18 maj WYKOŃĆZONE;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;490498;2;36.13;2;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
kawalerki dni OTWARTE 17/18 maj WYKOŃĆZONE;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;390103;1;28.14;1;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
pod lasem, starodrzew, ogródek, premium, eko;Pejzażowa, Leśnica, Fabryczna, Wrocław, dolnośląskie;1390000;4;115.00;1;2;;;;;;;;wtórny;biuro nieruchomości ;2023;;;False
Niska cena | Cicha i zielona okolica | DNI OTWARTE;Brochów, Krzyki, Wrocław, dolnośląskie;416760;2;34.73;2;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
Nadodrze/6 pokoi/piwnica/centrum;Nadodrze, Śródmieście, Wrocław, dolnośląskie;847000;6;106.00;4;4;499;;pełna własność;;;;elektryczne;wtórny;biuro nieruchomości ;1920;kamienica;;False
Mieszkanie 15 min. od Rynku w nowym budownictwie;wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;757268;2;41.10;3;7;550;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Słoneczne rozkładowe M3 | Przy parku | Tramwaj;Oporów, Fabryczna, Wrocław, dolnośląskie;741020;3;62.80;2;3;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
4-pokojowe mieszkanie 70m2 + balkon Bezpośrednio;Danuty Siedzikówny, Zawidawie, Psie Pole, Wrocław, dolnośląskie;;4;70.94;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
2 Pok*Po Remoncie*5 Min. Od Rynku;ul. Legnicka, Szczepin, Stare Miasto, Wrocław, dolnośląskie;639000;2;38.15;7;10;400;;pełna własność;;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;1980;;;True
M 62m2 3pok 749 000,00 PLN Cybulskiego Śródmieście;ul. Wojciecha Cybulskiego, Nadodrze, Śródmieście, Wrocław, dolnośląskie;749000;3;62.00;5;5;;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1997;blok;plastikowe;True
Nowy budynek w stylu kamienicy w centrum;pl. gen. Józefa Bema, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;902100;3;64.56;4;4;650;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;kamienica;plastikowe;False
3 Pokoje | Taras | Ogród | Tereny Zielone;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;856800;3;64.30;parter;2;640;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Oddanie W 2024 ✅ Własny Ogródek ✅ Dwustronne ✅;Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;;3;54.91;parter;2;;;;;ogródek;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2024;;;False
Duży ogród, 2 łazienki, Osobna Kuchnia, Garaż;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;999000;4;79.08;parter;2;950;;pełna własność;do zamieszkania;balkon, ogródek, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2012;blok;plastikowe;False
2 pokoje z ogródkiem w centrum, przy parku;wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;749840;2;41.20;parter;7;550;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Kawalerka z ogródkiem na Kępie Mieszczańskiej;wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;749840;1;41.20;parter;7;550;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Mieszkanie na sprzedaż|2pok|Kościuszki|43,6m2;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;569000;2;43.60;parter;;150;;;;;;;wtórny;biuro nieruchomości ;;kamienica;plastikowe;False
Nowy Dwór/1 pokój/balkon/piwnica/blisko parku;Nowy Dwór, Fabryczna, Wrocław, dolnośląskie;414000;1;31.00;4;4;300;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;2001;blok;;False
Duża kawalerka na wrocławskiej Kępie Mieszczańskie;wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;757268;1;41.10;3;7;550;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Mieszkanie 3-pokojowe|Balkon|Blisko centrum;ul. Braterska, Krzyki, Krzyki, Wrocław, dolnośląskie;747000;3;51.27;6;8;600;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
